company name,index,2016Q2,2016Q1,2015Q4,2015Q3,2015Q2,2015Q1,2014Q4,2014Q3,2014Q2,2014Q1,2013Q4,2013Q3,2013Q2,2013Q1,2012Q4,2012Q3,2012Q2,2012Q1
和益,1709,10.85,5.53,22.01,16.98,12.51,6.29,25.76,20.25,13.4,7.09,26.33,20.3,14.25,7.06,27.86,22.09,14.75,7.85
東聯,1710,8.44,3.94,15.97,12.03,7.93,3.26,16.2,12.33,8.56,4.13,17.7,13.18,8.22,4.07,15.4,11.57,8.05,4.39
永光,1711,8.76,4.19,18.28,13.74,9.39,4.66,19.93,15.26,10.44,4.71,18.53,13.68,8.99,4.16,17.78,13.49,8.86,4.19
興農,1712,24.01,12.11,51.43,39.04,26.58,13.66,51.16,38.9,26.1,12.85,47.11,35.15,22.62,11.34,42.93,31.88,20.76,10.21
國化,1713,1.93,0.9,4.36,3.46,2.48,1.26,4.96,3.63,2.31,1.13,4.37,3.26,2.17,1.09,4.31,3.12,2.1,1
和桐,1714,15.24,7.19,41.33,32.34,22.91,12.07,60.25,44.07,30.15,14.82,60.66,41.75,27.36,13.06,53.71,41.85,28.75,12.8
萬洲,1715,13.84,6.68,29.22,21.83,14.43,6.64,34.71,26.42,14.2,6.88,30.26,22.44,14.76,6.9,33.1,24.61,16.48,7.85
長興,1717,16.75,7.76,37.65,28.31,18.64,8.92,39.47,29.41,18.85,8.59,38.48,28.28,17.97,8.08,35.84,26.91,17.5,8.34
中纖,1718,14.14,6.58,29.56,22.47,15.1,7.39,30.48,22.82,15.29,7.31,28.34,21.62,14.13,6.91,26.08,19.3,12.84,6.52
生達,1720,10.07,4.81,18.59,13.46,8.9,4.51,18.44,13.55,9.02,4.47,17.09,12.71,8.62,4.39,20.03,14.48,9.72,4.69
三晃,1721,8.72,4.7,17.12,36.58,24.83,12.31,18.86,14.17,9.74,5.32,20.43,15.45,10.29,4.82,18.69,13.73,8.79,4.16
台肥,1722,6.16,3.26,17.84,12.52,8.1,3.92,17.87,10.43,6.7,3.59,16.35,13.01,9.34,6.03,18.19,12.68,8.59,4.68
中碳,1723,11.07,5.29,24.82,19.78,13.75,6.86,38.65,30.8,20.8,10.38,38.32,29.52,19.46,9.03,36.13,28.52,19.43,9.94
台硝,1724,8.02,3.71,13.81,10.1,6.48,3.14,10.56,7.41,4.18,1.47,11.35,10.36,7.46,3.38,18.73,14.44,9.02,4.42
元禎,1725,23.11,11.3,50.13,38.07,25.46,12.7,57.6,43.39,27.73,13.09,55.12,40.51,26.63,12.39,59.2,45.13,29.68,15.93
永記,1726,22.97,11.05,49.85,36.87,25.21,12.89,51.25,37.78,25.12,12.4,50.29,36.94,24.7,12.73,50.17,36.98,24.58,11.7
中華化,1727,9,4.54,19.96,14.92,10.14,4.85,21.2,15.56,10.19,4.48,20.8,15.46,10.36,5.18,23.47,17.85,11.44,5.44
必翔,1729,5.1,2.3,7.63,5.72,3.53,1.47,5.83,4.24,2.71,1.24,5.02,3.92,2.69,1.42,8,6.5,4.5,1.7
花仙子,1730,17.93,9.36,37.13,26.59,17.21,8.7,29.84,20.67,13.46,6.55,28.44,20.44,13.44,6.67,25.27,18.47,12.34,6.36
美吾華,1731,5.21,2.63,10.3,7.69,5.18,2.61,9.28,6.86,4.47,2.23,11.38,9.2,7.15,4.31,16.15,12.09,8.07,4.07
毛寶,1732,6.37,3.08,14.08,10.53,7.27,3.66,13.65,9.96,6.85,3.34,13.59,10.24,7.17,3.73,15.75,12.12,8.2,4.02
五鼎,1733,9.94,4.83,18.61,13.78,9.04,4.78,18.16,13.13,8.78,4.3,18.56,14.97,10.36,5.32,20.56,15.67,11.04,5.45
杏輝,1734,6.01,2.99,13.56,9.53,6.42,2.98,16.38,12.04,8.94,4.21,17.26,12.49,7.43,3.25,13.97,10.56,6.89,3.18
日勝化,1735,14.08,6.42,33.82,26,18.47,8.87,45.21,33.73,22.56,10.1,47.56,35.07,22.7,10.53,54.56,38.21,25.95,12.76
喬山,1736,28.68,14.56,55.84,36.64,22.71,11.26,54.73,36.94,23.51,12.11,74.81,49.54,30.98,16.47,76.46,50.25,31.45,16.41
臺鹽,1737,6.79,3.15,13.81,10.49,6.84,3.2,12.99,9.76,6.37,3.14,12.04,8.97,5.88,2.81,8.26,6.16,4.15,1.93
台蠟,1742,4.6,2.54,10,7.36,5.1,2.2,18.18,14.87,9.97,4.99,21.73,18.51,12.5,7.14,20.62,15.23,11.25,5.61
南光,1752,8.09,4.05,15.98,11.66,7.71,3.76,14.44,10.38,6.33,3.07,12.16,8.56,5.59,2.73,14.7,10.73,7.17,3.6
中化生,1762,7.26,3.44,14.98,10.39,6.96,3.19,12.21,8.44,6.34,3.21,13.45,9.99,7.35,3.84,17.02,13.57,9.49,3.61
勝一,1773,19.89,9.81,43.32,32.94,22.05,10.84,48.56,36.55,23.58,11.67,50.31,37.43,24.1,11.81,51.08,38.79,26.1,12.96
展宇,1776,13.17,6.4,37.31,27.49,17.85,8.26,40.24,28.94,17.93,,42.56,,19.42,,45.55,,21.52,
生泰,1777,13.72,7.01,22.74,16.74,10.9,5.57,20.27,15.33,10.13,5.07,20.11,15.4,10.86,5.07,17.27,13.87,9.09,4.49
合世,1781,5.53,1.83,14.44,11.99,6.91,3.45,13.05,10.09,5.75,3.12,28.36,22.39,15.57,8.26,30.11,18.98,10.21,3.06
和康生,1783,2.07,0.91,3.69,2.78,1.83,0.79,3.49,2.72,1.83,0.87,3.32,2.41,1.63,0.72,4.33,,2.27,
訊聯,1784,6.5,3.18,12.68,9.42,6.24,2.8,12.56,9.43,6.37,2.9,14.06,10.67,7.06,3.47,15.74,12.14,7.92,3.79
光洋科,1785,40.24,24.58,154.64,128.38,96.39,49.12,131.45,91.13,61.02,21.85,84.44,65.84,42.89,23.51,181.07,123.94,90.46,47.45
科妍,1786,1.84,0.89,5.13,3.93,2.35,1.17,2.96,2.32,1.54,0.7,4.01,3,1.9,0.88,5.02,3.12,1.77,0.78
福盈科,1787,12.11,5.62,21.81,16.27,10.5,4.88,20.23,15.14,10.17,4.73,19.09,14.19,9.25,4.14,17.56,13.35,8.93,4.06
杏昌,1788,39.88,19.57,78.28,56.97,37.67,17.98,76.91,57.14,37.86,18.29,75.71,55.83,37.37,18.52,68.04,49.49,32.78,16.17
神隆,1789,2.68,1.34,5.41,4,2.66,1.34,5.83,4.62,3.19,1.56,7.53,5.57,3.73,1.75,7.04,4.87,2.9,1.49
美時,1795,12.68,5.98,23.18,17,11.05,5.43,9.69,6.91,4.46,2.01,28.12,20.68,3.92,2.15,8.85,6.47,3.82,1.8
易威,1799,1.42,0.35,7.16,5.75,4.5,1.96,4.41,1.42,0.69,0.34,2.74,2.16,1.39,0.59,2.97,2.06,1.46,0.75
台玻,1802,7,3.3,16.46,12.09,7.59,3.57,17.48,12.99,8.39,3.83,15.59,10.98,6.86,3.25,13.72,10.32,6.84,3.25
寶徠,1805,0.14,0.04,1.49,1.22,0.99,0.51,12.85,12.11,11.61,8.52,30.8,1.72,1.26,0.46,27.18,21.04,13.37,8.71
冠軍,1806,5.48,2.25,13.94,10.34,6.61,2.79,15.92,11.65,7.39,3.01,16.41,11.92,7.41,2.92,16.67,12.06,7.49,2.93
潤隆,1808,3.59,0.16,21.25,16.7,3.78,3.13,24.85,14.75,3.62,1.41,4.73,1.42,0.94,0.52,13.46,12.77,9.11,4.06
中釉,1809,8.1,3.79,14.9,11.21,7.51,3.53,18.85,14.42,9,4.06,18.45,13.91,8.64,3.71,20.24,15.48,10.09,4.58
和成,1810,7.48,3.61,16.22,11.62,7.95,3.74,16.26,12.16,8.2,3.59,16.35,11.66,7.33,3.35,15.48,11.06,6.95,3.28
寶利徠,1813,3.59,2.08,8.41,6.51,4.52,2.33,8,6.26,4.59,2.31,9.06,7.35,5.31,2.68,11.7,8.92,6.08,3.04
富喬,1815,5.77,2.94,11.96,9.2,6.27,3.08,11.64,8.68,5.58,2.68,10.09,7.81,5.14,2.72,13.09,10.62,7.08,3.74
凱撒衛,1817,14.49,6.97,30.35,21.5,14.03,6.66,26.83,19.09,12.13,5.38,23.93,16.79,10.7,4.83,22.32,,10.19,
台紙,1902,5.28,2.51,15.57,11.7,7.98,3.67,16.83,12.4,7.74,3.76,16.37,12.48,8.5,4.26,14.9,10.92,7.08,3.42
士紙,1903,0.13,0.06,0.79,0.71,0.58,0.32,5.97,4.81,3.21,1.4,7.74,6.04,4.16,1.98,8.14,6.1,4.06,1.77
正隆,1904,17.29,8.6,39.15,29.21,19.34,9.68,41.8,29.71,19.29,9.17,40.77,29.31,19.33,9.66,42.87,30.81,20.54,9.57
華紙,1905,9.83,4.78,19.03,14.09,9.17,4.51,17.29,12.68,8.53,4.22,16.05,11.77,7.78,3.86,8.85,4.91,3.39,1.74
寶隆,1906,3.08,1.37,2.14,1.63,1.02,0.58,2.9,2.19,1.46,0.65,3.43,2.85,2.08,0.94,3.19,2.31,1.29,0.73
永豐餘,1907,18.58,9.04,38.29,28.41,18.63,9.01,36.68,26.76,17.48,8.48,34.17,25.36,16.67,8.22,32.5,23.99,16.05,7.78
榮成,1909,18.6,8.75,32.15,24.48,16.17,7.94,32.95,24.4,15.99,7.71,30.99,22.4,13.62,6.65,32.22,24.33,15.89,7.85
中鋼,2002,8.88,4.2,18.44,14.37,9.99,5.23,23.72,17.91,11.94,5.98,22.95,17.18,11.43,5.84,23.9,18.3,12.71,6.26
東和鋼鐵,2006,13.22,6.04,31.11,23.41,16.71,8.45,35.96,26.5,17.98,8.38,35.18,25.8,17.87,9.02,40.01,30.52,21.2,10.19
燁興,2007,5.8,2.88,11.9,8.71,5.82,2.88,11.47,8.62,5.35,2.17,9.57,7.28,5.09,2.76,12.58,10.08,6.98,3.32
高興昌,2008,2.31,1.11,4.58,3.63,2.59,1.24,5.41,3.72,2.43,1.27,4.71,3.38,2.12,0.98,5.22,4.39,3.83,2.56
第一銅,2009,3.16,1.78,8.9,6.94,4.97,2.64,11.37,8.6,5.42,2.73,10.51,7.72,5.2,2.48,11.59,9.12,6.08,2.8
春源,2010,13.28,6.29,25.44,19.02,12.84,6.39,31.55,23.89,15.73,7.11,30.54,22.69,15.02,7.21,36.04,27.99,19.33,9.14
春雨,2012,15.74,7.48,32.43,24.26,16.29,7.82,34.77,25.8,16.94,7.86,31.82,23.43,15.64,7.19,33.13,25.17,16.96,7.69
中鋼構,2013,40.02,19.25,81.06,57.66,40.28,21.5,89.46,67.12,46.29,22.49,101.28,78.5,51.7,24.38,103.78,73.05,49.23,24.65
中鴻,2014,11.1,5.37,20.89,16.03,10.71,5.39,25.87,20.2,13.56,6.96,27.07,21.16,14.25,8.43,30.11,22.68,16.28,8.66
豐興,2015,17.06,7.8,40.2,30.84,22.04,11.94,51.88,39.01,26.65,12.69,51.41,38.06,25.61,13.07,58.8,44.6,31.61,15.4
官田鋼,2017,7.1,3.21,14.95,11.97,8.44,4.29,15.63,12.04,7.82,3.89,15.35,11.84,7.93,4.32,16.28,12.41,8.58,4.08
美亞,2020,8.99,4.3,17.98,13.43,9.27,4.5,21.91,16.58,11.41,5.15,20.31,15.03,9.55,4.83,21.71,16.08,10.79,5.28
聚亨,2022,6.74,3.3,13.69,10.7,7.14,3.63,16.46,12.06,8.48,4.19,18.77,14.94,10.22,5.59,22.93,17.64,11.73,6.24
燁輝,2023,14.04,6.47,28.98,22.91,15.81,8.14,36.31,27.13,17.85,8.84,33.55,24.93,16.67,8.47,34.55,26.19,18.1,8.82
志聯,2024,6.94,3.26,14.16,10.8,7.6,3.65,16.93,13.02,8.58,4.12,14.7,10.97,8.94,4.31,18.63,14.06,9.68,4.49
千興,2025,5.71,2.61,10.41,8.77,6.75,3.73,18.31,14.21,9.07,3.88,14.76,10.5,6.92,3.63,9.62,7.34,5.2,2.45
大成鋼,2027,30.05,15.08,65.65,50.98,34.57,17.41,65.39,49.15,31.81,14.92,50.93,37.55,25,12.32,58.1,45.58,31.53,16.28
威致,2028,9.36,3.87,9.7,8.33,7.05,3.93,29.19,21.68,14.65,7.37,39.31,28.89,20,8.74,37.85,27.33,19.26,11.01
盛餘,2029,18.51,9.18,40.14,32.73,23.62,12.11,50.38,37.66,24.98,12.3,47.25,34.43,22.52,11.83,48.99,37.32,26.64,13.99
彰源,2030,19.24,9.32,41.64,31.33,20.99,10.23,51.15,38.4,24.39,11.09,50.5,38.33,26,12.77,58.4,45.31,31.31,14.83
新光鋼,2031,10.61,5.05,23.4,18.36,13.23,6.54,31.03,24.62,16.69,7.71,31.14,22.95,15.89,8.76,28.1,20.9,14.1,6.83
新鋼,2032,10.29,5.15,23.41,17.56,11.93,5.64,26.68,19.82,13.05,6.39,26.69,20.22,13.58,6.71,31.99,24.62,16.03,7.51
佳大,2033,4.99,2.4,9.26,6.8,4.58,2.22,9.98,7.49,4.85,2.43,10.19,7.9,5.52,3.09,13.16,9.89,6.93,3.46
允強,2034,20.34,9.61,49.65,39.14,27.24,13.48,68.69,53.9,35.56,16.48,64.43,47.98,31.64,14.75,65.52,50.82,34.51,17.81
唐榮,2035,16.73,7.47,42.21,33.73,24.69,11.6,59.32,48.56,33.64,14.22,52.96,39.05,25.39,13.99,53.61,40.01,26.95,14.28
海光,2038,13.5,6.29,46.48,37.2,26.02,13.52,63.37,50.9,34.47,17.99,68.6,47.45,32.32,17.8,71.91,54.82,38.31,19.35
上銀,2049,26.71,10.87,55.26,43.52,29.56,13.51,57.71,41.27,25.06,11.52,49.02,33.73,20.4,9.35,50.21,37.94,25.73,10.77
川湖,2059,21.78,10.29,47.2,35.37,23.3,11.56,44.94,32.28,21.79,10.6,39.61,29.19,19.33,9.09,38.89,27.76,17.52,7.88
風青,2061,6.76,3.38,17.58,13.01,9,4.21,20.68,15.85,10.73,5.18,47.57,36.99,25.86,12.6,51.42,38.02,25.93,12.85
橋椿,2062,18.94,10.05,41.47,30.2,19.79,9.43,37.85,27.81,18.03,8.58,36.37,27.42,17.46,7.87,32.84,24.39,16.29,8.33
世鎧,2063,8.56,3.97,15.05,11.22,6.88,3.1,16.26,12.27,7.1,3.59,13.46,10.6,6.53,3.15,16.79,12.78,8.05,3.15
晉椿,2064,14.46,6.67,32.95,25.21,18.28,8.81,40,29.88,19.74,9.22,46.2,34.47,23.39,,48.67,,27.53,
世德,2066,17.36,8.23,35.45,26.72,18.04,8.53,35.45,26.21,17.36,8.17,31.26,22.85,14.57,6.49,32.55,,15.9,
嘉鋼,2067,15.47,7.16,28.4,20.08,13.81,7.28,40.81,31.91,21.06,10.02,39.86,27.96,17.77,8.98,45.93,,25.26,
運錩,2069,27.26,12.49,69.57,52.97,34.11,,77.01,,35.88,,71.38,,20.18,,64.9,,,
南港,2101,6.54,2.8,13.03,10.1,6.99,3.38,14.82,11.69,8.35,3.8,15.76,12.11,7.98,3.46,16.22,12.94,9.02,4.19
泰豐,2102,6.58,3.52,16.73,12.86,8.79,4.39,17.27,13.18,9.14,4.68,20.17,15.74,10.57,5.08,24.07,19,13.39,6.33
台橡,2103,15.98,7.41,31.47,23.83,16.06,8.18,38.6,29,19.52,9.61,43.77,34.6,24.51,12.85,57.69,45.16,30.69,15.02
中橡,2104,13.11,6.35,28.69,22.39,15.13,7.88,40.83,31.31,20.99,10.15,39.97,30.44,20.62,10.07,43.3,33.3,22.86,11.08
正新,2105,18.62,9.05,36.01,27.53,18.52,8.94,39.8,30.37,19.83,9.75,41.06,30.94,20.18,9.28,46.22,35.07,23.32,10.91
建大,2106,17.31,8.23,36.44,27.99,18.52,8.67,40.78,31.13,20.83,9.68,42.53,32.48,21.69,9.98,39.99,30.56,20.35,9.52
厚生,2107,1.7,0.84,4.68,3.41,2.7,1.54,11.15,9.41,6.9,1.65,8.29,6.35,4.45,1.21,6.89,5.23,3.53,0.83
南帝,2108,10.31,5.04,22.72,17.26,11.14,5.01,19.76,14.53,9.27,4.24,21.39,16.55,11.62,6.1,26.51,19.64,13.14,6.81
華豐,2109,9.39,4.73,19.83,15.44,10.55,5.39,21.06,15.65,10.3,5.09,22.19,16.75,11.22,5.5,21.62,14.84,10.67,5.3
鑫永銓,2114,11.35,5.53,27.13,20.86,14.29,7.39,31.92,23.01,14.33,6.33,29.63,22.2,14.61,7.1,36.29,26.89,17.35,7.69
六暉-KY,2115,17.2,8.29,33.22,25.23,17.43,8.74,37.1,27.51,18.66,8.86,35.51,25.99,17.13,8.71,35.99,,,
裕隆,2201,36.21,18.87,78.49,57.48,38.5,20.28,77.26,56.12,34.94,16.74,59.45,41.71,26.46,12.91,49.77,38.74,26.15,14.77
中華,2204,15.55,7.83,26.65,20.59,14.5,7.86,25.98,20.58,14.43,7.3,25.68,19.36,13.45,7.27,30.19,24.5,17.37,9.15
三陽工業,2206,18.08,8.14,37.59,30.62,19.77,9.92,40.75,31.49,20.57,8.94,39.13,30.04,19.98,9.8,38.63,30.08,19.05,9.21
和泰車,2207,160.15,73.56,294.06,217.9,156.56,79.6,293.34,216.6,145.5,69.18,268.17,195.4,133.02,70.12,247.62,186.18,126.36,64.46
台船,2208,12.23,6.12,28.86,21.73,14.57,7.8,34.29,24.77,16.86,9.64,33.48,24.71,16.53,8.26,41.62,32.33,21.68,10.51
大甲,2221,8.71,4.36,20.23,13.3,8.69,3.95,17.01,11.92,7.81,3.34,14.19,12.04,8.91,4.08,16.7,12.81,8.1,3.98
裕日車,2227,63.64,31.68,110.73,88.65,62.35,30.14,110.59,87.96,60.92,27.27,104.95,74.67,48.15,25.32,97.12,79.28,57.85,33.65
劍麟,2228,29.43,14.51,52.46,39.12,24.5,12.5,48.91,37.38,23.58,12.3,42.12,31.95,20.63,10.61,44.22,,20.88,
泰茂,2230,5.41,2.51,9.15,7,4.7,2.36,9.08,6.61,4.4,2.15,10.29,8.04,5.48,2.8,15.05,10.79,7.12,
為升,2231,18.47,8.99,33.83,24.96,16.21,7.91,29.77,20.85,13.58,6.12,24.48,17.37,11.38,5.44,22.11,16.43,10.73,4.79
宇隆,2233,21.1,10.14,40.07,29.44,20.64,10.57,40.06,30.7,19.33,9.67,43.67,31.91,19.92,8.88,36.59,25.87,17.22,8.24
謚源,2235,13.84,6.61,27.44,20.67,13.54,6.73,26.53,19.9,13.48,6.24,24.84,17.93,10.87,,23.55,,11.58,
百達-KY,2236,25.86,13.24,45.46,32.97,22.09,10.75,55.07,41.39,24.6,12.67,46.03,30.19,,,,,,
英利-KY,2239,64.96,27.91,124.06,82.76,55.92,23.95,154.89,,,,,,,,,,,
光寶科,2301,44.59,21.45,93.98,68.96,44.7,22.33,99.62,73.68,47.5,22.35,92.84,66.99,42.14,20.36,95.29,71.96,47.49,23.2
麗正,2302,1.59,0.76,3.08,2.29,1.48,0.7,3.81,2.96,1.87,1.05,3.9,2.96,1.9,0.88,3.64,3.09,1.83,0.87
聯電,2303,5.85,2.82,11.67,8.94,6.1,3.03,11.19,8.21,5.4,2.53,9.92,7.46,4.78,2.23,9.15,6.87,4.48,2.08
全友,2305,1.77,0.8,3.99,2.88,1.92,0.97,3.94,2.76,1.9,0.93,3.49,2.56,1.71,0.77,3.85,2.9,1.99,0.94
台達電,2308,38.6,18.33,78.32,56.92,35.39,16.63,78.21,57.89,37.19,17.66,72.64,52.68,33.75,15.93,70.94,55.14,35.53,16.54
日月光,2311,16.32,8.14,37.1,27.2,17.66,8.47,33.29,23.35,14.7,7.1,28.89,20.46,13,6.33,26.04,18.52,11.95,5.79
金寶,2312,44.77,20.69,30.13,24.95,17.39,9.01,40.19,27.85,18.5,7.92,31.78,25.09,18.3,8.63,29.52,20.15,11.33,4.86
華通,2313,15.7,7.88,37.24,25.71,15.19,7.28,28.4,20.02,12.48,6.03,25.92,18.56,11.43,5.62,22.48,15.71,9.78,4.69
台揚,2314,19.15,10.11,15.78,10.86,7.14,4.05,18.68,13.74,9.22,4.77,20.3,15.24,10.15,4.36,18.21,14.12,10.09,4.68
楠梓電,2316,8.25,3.99,20.11,15.61,10.74,5.71,23.11,16.44,10.44,4.79,19.35,13.99,8.87,4.29,22.25,16.48,10.46,4.9
鴻海,2317,108.51,55.29,286.64,195.21,127.06,64.86,284.83,183.42,119.16,59.73,301.08,199.88,129.85,61.63,330,233.86,159.97,84.61
東訊,2321,3.26,1.6,6.5,4.89,2.83,1.54,9.82,7.87,5.53,2.41,11.27,8.76,5.81,2.79,11.55,8.49,5.87,2.82
中環,2323,3.1,1.5,6.36,5.02,3.45,1.74,6.27,4.63,3.07,1.53,5.81,4.32,3.02,1.55,7.16,5.5,3.8,1.82
仁寶,2324,79.91,40.38,193.57,140.04,90.73,45.26,195.34,138.43,86.04,39.41,160.92,115.98,77.69,38.92,156.53,114.43,74.77,36.98
矽品,2325,13.15,6.19,26.58,19.92,13.49,6.68,26.66,19.78,12.83,5.8,22.26,16.21,10.08,4.43,21,15.76,10.29,4.91
國巨,2327,28.78,14.22,42.49,32.4,21.41,10.7,40.47,31.15,20.42,9.8,16.21,12.4,8.12,3.89,10.8,8.31,5.39,2.53
廣宇,2328,15.2,6.55,37.25,27.01,16.3,6.66,33.15,24.06,14.63,6.82,29.97,20.85,12.64,5.78,34.4,25.03,15.53,7.97
華泰,2329,10.22,5.03,19.98,14.48,9.85,4.68,17.16,12.2,7.82,3.69,11.85,8.68,5.57,2.78,13.22,10.18,6.91,3.53
台積電,2330,16.4,7.85,32.53,24.68,16.49,8.56,29.42,20.84,12.77,5.72,23.03,17.4,11.13,5.12,19.53,14.46,9.01,4.07
精英,2331,24.6,12.47,86.81,69.15,44.66,21.27,100.33,75,50.57,22.16,86.48,63.12,40.48,19.15,56.58,42.15,27.4,12.88
友訊,2332,17.95,9.25,42.06,31.7,20.73,10.62,48.81,35.32,23.14,11.57,50.2,37.13,23.73,11.86,52.05,38.97,25.56,13.18
旺宏,2337,2.84,1.41,5.79,4.24,2.68,1.3,6.31,4.63,2.75,1.35,6.31,4.65,2.74,1.25,6.89,5.23,3.13,1.46
光罩,2338,2.66,1.28,6.39,4.97,3.35,1.82,7.22,5.31,3.56,1.76,7.17,5.34,3.68,1.82,9.72,7.38,4.88,2.39
光磊,2340,5.06,2.49,10.34,7.59,5.12,2.54,11.6,8.68,5.75,2.77,11.74,8.87,5.95,2.82,12.57,9.36,6,2.92
茂矽,2342,1.83,0.89,3.85,3.02,2.1,1.04,4.41,3.65,2.62,1.23,4.66,3.48,2.22,1.09,4.95,4.12,3.03,1.28
華邦電,2344,5.76,2.82,10.73,7.98,5.31,2.72,10.3,7.71,5.02,2.37,8.99,6.74,4.48,2.08,8.96,6.82,4.5,2.04
智邦,2345,24.65,10.95,46.26,32.95,20.72,9.25,42.96,31.12,21.07,9.87,42.89,31.49,20.8,9.18,51.78,39.02,25.36,12.36
聯強,2347,96.58,46.46,202.79,143.48,90.28,44.22,208.71,155.36,98.26,49.2,207.9,149.93,95.95,46.36,197.35,144.95,92.87,45.96
海悅,2348,2.35,1.11,10.71,9.15,4.75,2.46,21.62,16.61,11.4,6.4,10.2,4.81,2.06,0.11,7.64,6.87,5.07,2.61
錸德,2349,3.18,1.58,4.31,3.19,2.15,1.14,4.81,3.45,2.31,1.22,5.74,4.33,2.93,1.42,6.75,5.27,3.62,1.69
順德,2351,23.36,11.32,48.28,36.94,25.1,12.18,53.77,40.54,25.99,12.31,50.26,38.47,25.54,11.71,48.59,37.47,24.82,10.98
佳世達,2352,32.18,16.15,67.68,50.28,33.37,16.49,67.88,49.87,32.12,15.16,60.62,44.17,28.89,13.99,59.28,44.54,29.01,14.85
宏碁,2353,37.07,18.56,86.81,64.3,42.17,22.36,120.33,88.96,57.69,28,132.29,100.46,66.62,33.78,157.77,120.48,82.13,41.52
鴻準,2354,25.9,12.3,71.27,53.09,35.03,17.51,60.94,32.44,17.93,8.13,72.41,49.3,28.88,17.19,108.02,63.05,32.15,16.83
敬鵬,2355,30.12,15.39,56.97,42.64,27.76,13.8,53.59,39.73,26.37,13.07,48.61,36.28,23.55,11.45,44.15,34.35,22.35,11.08
英業達,2356,56.78,26.58,110.24,79.56,50.17,24.89,121.42,90.02,61.77,32.53,128.53,91,56.86,28.09,114.46,82.95,56.59,28.59
華碩,2357,299.69,160.55,635.92,457.23,296.59,150.64,642.75,457.01,290.18,148.55,623.74,447.77,287.81,153.54,596.05,429.88,268.78,130.92
廷鑫,2358,14.14,5.2,19.19,12.73,8.46,4.21,21.49,15.93,10.2,3.79,18.39,13.74,9.14,4.17,10.14,4.61,2.28,0.51
所羅門,2359,12.13,5.34,26.86,19.52,13.98,7.42,30.12,22.08,14.88,8.29,31.11,23.97,16.62,7.46,28.97,21.52,13.48,5.56
致茂,2360,13.87,6.84,25.69,18.9,12.28,5.1,27.35,20.43,12.3,5.32,27.13,20.65,13.49,5.78,31.34,24.51,15.89,7.65
藍天,2362,14.14,7.42,29.88,21.31,13.83,7.54,29.04,21.42,15.31,7.66,27.42,19.98,13.28,6.96,27.72,20.77,13.33,5.97
矽統,2363,0.17,0.08,0.37,0.27,0.18,0.08,0.7,0.59,0.4,0.13,0.73,0.58,0.37,0.18,0.97,0.73,0.41,0.2
倫飛,2364,5.57,2.98,4.48,2.88,1.9,0.91,4.63,3.42,2.27,1.02,4.96,3.72,2.2,0.92,7.34,5.96,3.88,2.16
昆盈,2365,6.87,3.3,20.06,15.6,10.72,5.3,26.2,19.59,12.83,6.58,30.14,22.32,14.54,6.5,28.01,21.26,13.78,6.2
燿華,2367,9.93,5.18,24.8,18.07,11.64,6.17,24.5,17.63,10.87,4.76,23.45,17.8,11.28,5.27,20.92,14.97,10.17,4.96
金像電,2368,16.2,7.37,34.85,26.37,17.54,9.38,36,25.29,15.66,7.25,31.89,23.69,14.72,6.87,27.06,19.9,13.25,6.97
菱生,2369,7.27,3.56,14.72,11.02,7.43,3.75,15.85,11.95,7.85,3.72,16.15,12.09,8.1,3.82,16.97,13,8.55,3.76
大同,2371,19.45,9.77,41.76,31.6,21.09,11.04,49.64,37.27,25.44,12.99,49.78,36.68,23.84,11.19,48.62,37.21,23.65,12.43
震旦行,2373,22.57,10.89,43.52,31.69,20.62,9.48,35.81,26.25,17.31,8.31,34.73,25.32,16.65,8,38.27,29.41,20.13,10.08
佳能,2374,20.38,9.82,68.11,51.51,33.91,16.44,51.15,37.66,25.02,10.85,59.48,44.83,30.46,15.75,97.1,74.19,48.8,22.46
智寶,2375,10.47,3.9,24.63,17.85,11.37,5.66,17.23,13.14,8.83,4.35,12.9,9.79,6.72,3.08,8.73,6.61,4.4,2.07
技嘉,2376,39.92,20.81,80.8,61.37,39.11,20.52,86.73,65.97,44.14,24.32,81.59,60.71,38.22,19.78,73.17,55.01,33.46,17.1
微星,2377,54.57,27.83,100.96,72.45,45.76,23.95,100.49,74.8,49.12,24.38,85.08,60.55,38.69,19.15,79.37,59.98,39.23,18.71
瑞昱,2379,37.3,17.8,62.87,44.57,28.9,14.75,61.91,46.94,30.5,14.51,55.81,41.34,27.13,13.36,49.35,36.96,23.93,10.69
虹光,2380,5.21,2.3,11.55,8.87,5.93,2.92,12.89,9.9,6.78,3.1,13.01,9.51,5.88,2.8,16.99,12.58,7.27,3.22
廣達,2382,105.08,51.2,261.32,189.93,118.36,53.23,240.32,175.03,111.65,56,228.41,157.95,100.8,51.24,264.94,194.39,123.35,61.51
台光電,2383,31.64,15.12,65.73,49.9,30.98,15.63,59.76,43.18,27.05,13.26,54.01,40.86,26.44,13.25,51.75,38.49,24.31,11.48
群光,2385,51.68,24.63,120.93,88.9,57.37,26.99,121.7,84.98,54.6,25.76,114.63,82.29,54.1,26.46,105.53,74.27,46.41,21.7
精元,2387,26.4,12.92,56.21,40.28,25.23,12.21,45.8,32.92,19.76,9.3,36.09,25.34,15.87,8.01,37.71,28.36,18.25,8.47
